Image Name,Caption
fatherpuri_sikri_78.jpg,"the entrance to the jama mosque in fatehpa, fatewar, fatewar district,"
fatherpuri_sikri_43.jpg,the entrance to the red fort in delhi
fatherpuri_sikri_46.jpg,a group of people standing in front of a building
fatherpuri_sikri_69.jpg,a large building with many people walking around it
fatherpuri_sikri_45.jpg,the gate to the fort
fatherpuri_sikri_25.jpg,a large building with a clock on the top
fatherpuri_sikri_47.jpg,the jama masjid in fatewari
fatherpuri_sikri_17.jpg,the entrance to the jama khan khan khan khan khan khan khan khan khan khan khan khan khan
fatherpuri_sikri_73.jpg,a large building with many windows and domes
fatherpuri_sikri_75.jpg,"the huma tomb in huma tomb, huma tomb, huma tomb, huma"
fatherpuri_sikri_90.jpg,"the taj mahal, agra agra agra agra agra agra agra agra agra agra agra agra agra agra"
fatherpuri_sikri_2.jpg,"the red fort, a fort built by the mughals of the mughals of the mughal period"
fatherpuri_sikri_15.jpg,stock photo of the jam jam jam jam jam jam jam jam jam jam jam jam jam jam jam
fatherpuri_sikri_64.jpg,the water is calm
fatherpuri_sikri_12.jpg,a large red building
fatherpuri_sikri_80.jpg,"the entrance to fateh - kil mosque in fateh, pakistan"
fatherpuri_sikri_66.jpg,a large brick building
fatherpuri_sikri_14.jpg,"the red fort in delhi, india"
fatherpuri_sikri_36.jpg,a large red building with a large gate
