Image Name,Caption
mysore_palace_18.jpg,the mysore mysore palace
mysore_palace_61.jpg,"the entrance to the mysore palace in mysore, karnataka"
mysore_palace_16.jpg,"mysore, india - august 15, 2015 mysore, india, the palace of mysore, built in"
mysore_palace_89.jpg,the lahore palace
mysore_palace_31.jpg,the palace in mysore
mysore_palace_33.jpg,a large building with a clock tower on top
mysore_palace_51.jpg,the mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_12.jpg,"the mysore palace in mysore, karnataka"
mysore_palace_74.jpg,mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_52.jpg,the palace in jaipur
mysore_palace_42.jpg,"the golden palace in amba, india stock images"
mysore_palace_58.jpg,a large room with a large gold and blue ceiling
mysore_palace_10.jpg,"mysore, india - august 10, 2015 mysore palace is a royal palace located in mysore, india"
mysore_palace_49.jpg,"the palace in mysore, karnataka"
mysore_palace_88.jpg,the mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_85.jpg,"mysore, india - january 15, 2017 mysore, india, the palace of mysore, is a"
mysore_palace_37.jpg,Error opening image: cannot identify image file '/content/mysore_palace/mysore_palace_37.jpg'
mysore_palace_75.jpg,the palace in mysore
mysore_palace_23.jpg,a large building with a red dome on top
mysore_palace_22.jpg,"mysore, mysore, mysore, mysore, mysore, mysore, mysore, mysore, mysore, mysore"
mysore_palace_53.jpg,"mysore, mysore, mysore, mysore, mysore, mysore, mysore mysore, mysore mysore, mysore"
mysore_palace_72.jpg,"the mysore palace in mysore, karnataka"
mysore_palace_67.jpg,"the mysore mysore mysore, mysore, mysore, mysore, mysore, mysore, mysore, mysore,"
mysore_palace_95.jpg,"the town hall in brussels, belgium"
mysore_palace_78.jpg,a large building with a clock tower on top
mysore_palace_81.jpg,the inside of a temple with the words'myore place inside '
mysore_palace_28.jpg,mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_25.jpg,"the golden temple in mysore, karnataka, india"
mysore_palace_26.jpg,the palace in mysore
mysore_palace_59.jpg,the interior of the palace
mysore_palace_62.jpg,"the palace in mysore, india stock photo"
mysore_palace_8.jpg,mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_82.jpg,"the mysore mysore palace in mysore, karnataka"
mysore_palace_70.jpg,the interior of the church
mysore_palace_69.jpg,"the mysore palace in mysore, karnataka, india - stock image"
mysore_palace_96.jpg,the interior of the temple
mysore_palace_91.jpg,a large gate with a clock on top
mysore_palace_94.jpg,the entrance to the palace
mysore_palace_32.jpg,the golden temple in thailand
mysore_palace_13.jpg,"the mysore palace in mysore, karnataka"
mysore_palace_48.jpg,"the palace in jaipur, india"
mysore_palace_64.jpg,the building is white
mysore_palace_40.jpg,the mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_45.jpg,mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_77.jpg,a large white building
mysore_palace_80.jpg,the interior of the temple
mysore_palace_66.jpg,the mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore mysore
mysore_palace_38.jpg,a woman walking through a long corridor in a palace
mysore_palace_21.jpg,a large building with a clock on top of it
