Image Name,Caption
taj_mahal_36.jpg,two women walking in front of a ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_37.jpg,people standing in front of the ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_38.jpg,people standing in front of the ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_39.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_4.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_40.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_41.jpg,a couple sitting on a bench in front of the ta ta ta ta ta ta ta ta ta
taj_mahal_42.jpg,a man standing in front of a white building
taj_mahal_43.jpg,people stand in line to get their picture taken from the taj mosque in new delhi
taj_mahal_44.jpg,a woman walking with a dog
taj_mahal_45.jpg,a crowd of people standing in front of a building
taj_mahal_46.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_47.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_48.jpg,a group of people posing for a photo in front of the ta ta ta ta ta ta ta
taj_mahal_49.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_5.jpg,a crowd of people standing in front of the ta ta ta ta ta ta ta ta ta ta
taj_mahal_50.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_51.jpg,"people in front of the red fort, agra agra agra agra agra agra agra agra agra agra agra"
taj_mahal_52.jpg,a group of people walking in front of a building
taj_mahal_53.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_54.jpg,three indian women sitting on the ground in front of the ta ta ta ta ta ta ta ta
taj_mahal_55.jpg,a man and woman standing in front of the ta ta ta ta ta ta ta ta ta ta
taj_mahal_56.jpg,a woman sitting on a bench in front of a building
taj_mahal_57.jpg,people sitting on the ground in front of the ta ta ta ta ta ta ta ta ta ta
taj_mahal_58.jpg,a man and woman standing in front of a building
taj_mahal_59.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_6.jpg,a man and a woman holding hands in front of a ta ta ta ta ta ta ta ta
taj_mahal_60.jpg,a reflection of a building
taj_mahal_62.jpg,a man and woman sitting on a bench in front of a building
taj_mahal_63.jpg,a large building with a dome on top
taj_mahal_64.jpg,a large white building
taj_mahal_65.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_66.jpg,a woman standing in front of the ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_67.jpg,tourists taking a picture of the ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_68.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_69.jpg,a man and woman standing in front of the ta ta ta ta ta ta ta ta ta ta
taj_mahal_7.jpg,people are gathered around the taj mahal
taj_mahal_70.jpg,a white building
taj_mahal_71.jpg,people walking around the taj mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal
taj_mahal_72.jpg,"the taj mahal, taj mahal, taj mahal, taj mahal taj,"
taj_mahal_73.jpg,a group of people standing around a pool
taj_mahal_74.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_75.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_76.jpg,a man standing in front of the ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_77.jpg,a woman sitting on a bench in front of the ta ta ta ta ta ta ta ta ta
taj_mahal_78.jpg,a man taking a picture of a woman taking a picture of a man taking a picture of a
taj_mahal_79.jpg,people walk past the taj mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal mahal
taj_mahal_80.jpg,a woman sitting on a bench in front of a ta ta ta ta ta ta ta ta ta
taj_mahal_81.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_82.jpg,tourists taking a photo of the ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_83.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_84.jpg,a man and woman sitting on a bench in front of a building
taj_mahal_85.jpg,a man standing in front of the ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_86.jpg,a man carrying a yellow bucket in front of a building
taj_mahal_87.jpg,people sitting on the ground in front of the ta ta ta ta ta ta ta ta ta ta
taj_mahal_88.jpg,a group of people standing in front of a building
taj_mahal_89.jpg,a woman taking a photo of the ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_9.jpg,a man and woman standing in front of a building
taj_mahal_90.jpg,the ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_91.jpg,a man sitting on a bench
taj_mahal_92.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_93.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_94.jpg,people walking in front of the ta ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_95.jpg,people walking in front of a white building
taj_mahal_96.jpg,a man sitting on a bench in front of a building
taj_mahal_97.jpg,taj mahal taj mahal taj taj taj taj taj taj ta
taj_mahal_98.jpg,a woman taking a photo of the ta ta ta ta ta ta ta ta ta ta ta ta
taj_mahal_99.jpg,ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta
